Status,origin,zmax,zmean,zsd,zskew,zkurt,pzabovezmean,pzabove2,zq5,zq10,zq15,zq20,zq25,zq30,zq35,zq40,zq45,zq50,zq55,zq60,zq65,zq70,zq75,zq80,zq85,zq90,zq95,zpcum1,zpcum2,zpcum3,zpcum4,zpcum5,zpcum6,zpcum7,zpcum8,zpcum9,Target
1,0,0.481708814,0.516023981,0.356562242,0.304761649,0.06056402,0.815616389,0.877149468,0,0.002994012,0.462054507,0.53493179,0.567358567,0.557383321,0.543227666,0.505720824,0.481570997,0.473501303,0.46474181,0.462787551,0.463906582,0.467396974,0.470270964,0.474070326,0.48036027,0.485990578,0.490147783,0.032331449,0.031068399,0.03495522,0.049749341,0.094396632,0.285651161,0.595680857,0.851878346,0.934055589,457.7627025
1,0,0.783206482,0.464883127,0.939140195,0.461884356,0.003760879,0.489149279,0.529275572,0,0,0,0,0.003256003,0.006503443,0.015850144,0.035959464,0.055891239,0.083116131,0.136590783,0.62202977,0.691082803,0.716223266,0.733530243,0.757197066,0.780335251,0.796677411,0.799753695,0.433965458,0.445145211,0.445126751,0.450300695,0.464859666,0.486616716,0.549450791,0.697449139,0.740663015,434.7011467
1,0,0.674195924,0.277140337,0.721038662,0.509738911,0.015911739,0.302253365,0.319191411,0,0.002566296,0.005450734,0.008267879,0.010989011,0.013389441,0.016570605,0.016672115,0.019033233,0.022009847,0.025263742,0.029769959,0.040605096,0.430359937,0.575831514,0.593473311,0.611708782,0.628068435,0.646059113,0.704153754,0.674894712,0.677137397,0.67124094,0.672711423,0.67997924,0.741481712,0.89325795,0.940864569,202.3312077
1,0,0.635403879,0.644443428,0.590514238,0.409394368,0.004475133,0.64152415,0.994157548,0.232283814,0.262189906,0.288050314,0.315006201,0.343915344,0.355394032,0.366354467,0.392938869,0.523141994,0.701419056,0.694614103,0.690663058,0.687367304,0.687010955,0.686785668,0.684290412,0.684513385,0.683362261,0.678078818,0.013706038,0.111317137,0.315462423,0.413343908,0.444811329,0.449886107,0.452145426,0.500182331,0.634499744,500.464988
1,0,0.571568868,0.192508628,0.552678783,0.545648467,0.037071627,0.264456756,0.345725166,0,0,0,0,0,0.002677888,0.004322767,0.003922851,0.006042296,0.008977701,0.012215436,0.0202977,0.067940552,0.113458529,0.228586105,0.341715153,0.511633725,0.54842549,0.568078818,0.562278806,0.62372597,0.658331725,0.712337736,0.730263698,0.742461227,0.773203917,0.853197623,0.899926658,124.7697982
1,0,0.523447091,0.340286719,0.627299364,0.454983939,0.00454091,0.537283269,0.505943827,0,0,0.003354298,0.005787516,0.01017501,0.017214996,0.022694524,0.022883295,0.027794562,0.1607298,0.333453637,0.409634641,0.466825902,0.495826813,0.513162964,0.52871237,0.545871904,0.560624845,0.570197044,0.447479408,0.444635829,0.457499448,0.475971317,0.509350693,0.56167936,0.635368834,0.757253475,0.749413809,355.5383122
1,0,0.684262215,0.33287245,0.808618491,0.49933422,0.01304005,0.368052031,0.403850425,0,0.002994012,0.005450734,0.007441091,0.008954009,0.010328998,0.011527378,0.010134031,0.011178248,0.015348972,0.033592449,0.08308525,0.267515924,0.504173187,0.650828304,0.689046294,0.706529897,0.715348376,0.715517241,0.615766265,0.610111769,0.629629854,0.666810037,0.668265626,0.677654278,0.698528294,0.72283294,0.720983283,499.2962707
1,0,0.669531058,0.63405804,0.59573128,0.371945081,0.017149109,0.748723745,0.889089075,0.004878049,0.063045338,0.233584906,0.332782141,0.378103378,0.417368018,0.511131124,0.644851259,0.671691843,0.671589922,0.662132149,0.656562923,0.652600849,0.651017214,0.650314627,0.6486213,0.648736552,0.648797421,0.647783251,0.093652585,0.129513515,0.245941364,0.319132838,0.329704062,0.370032202,0.455621866,0.79114303,0.946188331,455.8287867
1,0,0.680824945,0.33809489,0.702616662,0.491847487,0.012943739,0.33588589,0.551203098,0,0,0.003773585,0.006200909,0.009361009,0.013389441,0.018371758,0.032232756,0.093444109,0.15986099,0.186479733,0.207307172,0.237526539,0.470735524,0.602029023,0.624082975,0.640230173,0.647408877,0.651231527,0.42025062,0.501873932,0.642319557,0.665011994,0.666246026,0.668258708,0.705680721,0.849425296,0.967388533,275.8258278
1,0,0.532285784,0.389537253,0.716253038,0.43841021,0.000347672,0.562742843,0.494152193,0,0,0,0,0,0.001530222,0.003242075,0.004903563,0.014501511,0.218216044,0.540810661,0.568876861,0.576167728,0.57876891,0.580197766,0.58082469,0.581936452,0.582692785,0.577832512,0.3104637,0.30152369,0.307610252,0.310586563,0.313792478,0.329729766,0.354043507,0.429807317,0.597263764,381.0895505
1,0,0.676651117,0.586387038,0.76891301,0.402126114,0.005916098,0.66164552,0.703449608,0.008425721,0.022668948,0.030607966,0.038859033,0.052910053,0.146518745,0.341498559,0.432821183,0.567371601,0.664060237,0.680732926,0.68849797,0.696656051,0.699791341,0.702195968,0.70174551,0.703527646,0.708157699,0.70591133,0.306898298,0.31074809,0.35100715,0.390450113,0.421644926,0.441307094,0.490181265,0.601117432,0.75043251,620.3957452
1,0,0.704394795,0.345903425,0.895481757,0.497743454,0.010366432,0.324967355,0.322154662,0,0,0.003773585,0.005374122,0.006919007,0.008033665,0.009365994,0.007845701,0.0081571,0.009267304,0.011660189,0.020568336,0.042316879,0.692749087,0.7278798,0.736402732,0.74230673,0.745276469,0.743103448,0.666149429,0.63852122,0.647816315,0.642283498,0.636618256,0.636724966,0.641412191,0.636521831,0.6149974,367.8348902
1,0,0.103363614,0.19208294,0.097497106,0.305426378,0.055569141,0.83273833,0.859595244,0,0,0.179014675,0.207771807,0.221001221,0.219969396,0.216138329,0.201046093,0.190936556,0.187662902,0.183509162,0.181596752,0.180467091,0.180751174,0.180814177,0.180622312,0.180135101,0.17679147,0.166009852,0.023642203,0.021177546,0.021048104,0.025299832,0.073246074,0.233781955,0.516767566,0.810344415,0.950196302,163.1306144
1,0,0.200343727,0.176551714,0.223171329,0.413583553,0.006753771,0.698590031,0.626303685,0,0,0,0,0,0,0.037103746,0.160183066,0.188519637,0.200984651,0.205441421,0.209201624,0.212579618,0.217005738,0.220624117,0.225145459,0.230172629,0.234812794,0.234729064,0.075591935,0.085183112,0.108814762,0.156220659,0.251470239,0.476213633,0.750816861,0.911419611,0.973595938,130.3605817
1,0,0,0.057452176,0.011920347,0.422404909,0.016877958,0.642617855,0.55518759,0,0.00427716,0.009224319,0.019016122,0.035816036,0.049732211,0.057997118,0.058842759,0.060120846,0.061975094,0.063020544,0.063599459,0.064755839,0.066510172,0.068575832,0.070326334,0.07105329,0.06967518,0.060837438,0.167506592,0.229480148,0.322803815,0.462097509,0.63577806,0.805170779,0.927239015,0.985657402,0.995635752,13.83971085
1,0,0.321139209,0.353922057,0.34150378,0.35641703,0.01932249,0.842931314,0.751239069,0.002660754,0.011120616,0.022641509,0.031417941,0.218559219,0.376931905,0.409942363,0.395227198,0.381268882,0.377063423,0.370349806,0.367253045,0.36544586,0.366197183,0.366765121,0.367821907,0.369527145,0.36994793,0.363793103,0.221442613,0.214027459,0.218747625,0.23390014,0.252956259,0.305268619,0.463068755,0.750905825,0.92400346,228.8070092
1,0,0.285784434,0.298967433,0.160795551,0.356069654,0.052357173,0.673591361,0.930954671,0.00443459,0.189478186,0.24572327,0.276560562,0.299145299,0.298393267,0.29610951,0.279176201,0.268277946,0.265276571,0.262631871,0.263328823,0.265127389,0.269431403,0.272505458,0.277510751,0.283712785,0.288618894,0.294334975,0.02856146,0.040523449,0.083050195,0.178238786,0.373942988,0.639835314,0.854420792,0.959919423,0.974417128,187.4647647
1,0,0.329732384,0.288177148,0.246132439,0.375886296,0.023466733,0.748349809,0.815812875,0.00383592,0.013686912,0.027672956,0.154609343,0.234432234,0.275439939,0.292507205,0.286368094,0.281268882,0.282652766,0.281232649,0.282543978,0.284766454,0.288993219,0.294079877,0.29926638,0.305228922,0.31217456,0.313054187,0.154982311,0.171148046,0.220559621,0.295324397,0.435027121,0.685392212,0.885854193,0.980317178,0.98812147,153.6978916
1,0,0.148048122,0.218374628,0.089643793,0.342472731,0.05066272,0.699662297,0.924938531,0.027937916,0.142001711,0.180712788,0.202976437,0.220594221,0.22379495,0.222982709,0.210526316,0.203323263,0.202432667,0.199611327,0.19864682,0.1985138,0.199530516,0.200590728,0.202630913,0.20465349,0.204314406,0.196551724,0.049129541,0.063144122,0.088609173,0.163994929,0.27925639,0.466058008,0.724044096,0.909622604,0.978866396,102.8341145
1,0,0.379081758,0.34687641,0.472579373,0.400285476,0.003930115,0.718420629,0.618902151,0,0,0.006289308,0.013228607,0.019129019,0.023718439,0.033861671,0.347499183,0.412084592,0.423399942,0.423098279,0.422462788,0.421656051,0.42305686,0.42352639,0.424487731,0.425819365,0.425241756,0.418472906,0.321228147,0.315977752,0.321269309,0.328361003,0.326353404,0.349178372,0.436952292,0.673174359,0.894284064,348.6517484
1,0,0.443653327,0.285296311,0.524243476,0.469512421,0.006124534,0.426395093,0.574898984,0,0.003849444,0.008385744,0.016949153,0.024013024,0.027543994,0.032060519,0.055900621,0.08489426,0.112076455,0.141588007,0.211150203,0.398354565,0.44105373,0.462822653,0.472552492,0.48036027,0.484254897,0.481280788,0.412389584,0.50168841,0.575754023,0.57869872,0.581835602,0.604312931,0.648917829,0.738875888,0.854091312,211.9472121
1,0,0.441934692,0.278027087,0.470666,0.480107998,0.010722612,0.393548615,0.702518412,0,0.00641574,0.020964361,0.030177759,0.056573057,0.083626626,0.103386167,0.111801242,0.116918429,0.128294237,0.137701277,0.157239513,0.316082803,0.386541471,0.424553743,0.445737415,0.463847886,0.474832631,0.47635468,0.291855019,0.502433723,0.610586765,0.613081373,0.625375626,0.659735027,0.71953162,0.808930072,0.871783047,208.9869065
1,0,0.334151731,0.243976769,0.369086749,0.442120902,0.006229427,0.563377899,0.61691164,0,0,0,0.00413394,0.007326007,0.015684774,0.042507205,0.106243871,0.158006042,0.198957428,0.243475847,0.282543978,0.307855626,0.324726135,0.336971876,0.347584113,0.356767576,0.364492933,0.367487685,0.275620278,0.312554717,0.376961641,0.43305268,0.487767121,0.566048638,0.697436491,0.852193616,0.926965918,127.63719
1,0,0.374416892,0.30433679,0.412721327,0.419556922,0.005998435,0.645687417,0.663608704,0,0,0.004192872,0.009921455,0.021571022,0.0503443,0.103386167,0.219941157,0.269486405,0.308137851,0.329261521,0.347225981,0.368895966,0.381585811,0.38833954,0.395142929,0.4008006,0.40565336,0.404187192,0.261924957,0.291683376,0.319847592,0.362257468,0.420185875,0.518357217,0.630418805,0.815842694,0.925536374,177.9817919
1,0,0.301497668,0.188387815,0.323771968,0.457370353,0.005395542,0.513371414,0.503835023,0,0,0,0.00413394,0.006919007,0.01185922,0.016570605,0.016345211,0.020543807,0.094700261,0.172959467,0.238159675,0.262738854,0.277256129,0.288686272,0.296483683,0.303977983,0.310190925,0.309605911,0.410048936,0.422482927,0.457925751,0.483460614,0.521190667,0.622104673,0.79272753,0.947315077,0.982076518,114.4435558
1,0,0.45592929,0.298388177,0.543496552,0.456186551,0.003757536,0.50572952,0.526802475,0,0,0.003773585,0.006614303,0.011803012,0.018745218,0.022334294,0.022883295,0.05163142,0.114393281,0.252082177,0.364276049,0.434713376,0.457746479,0.467188905,0.473564381,0.479109332,0.483015125,0.482019704,0.427618099,0.45967083,0.483367417,0.499646816,0.524687422,0.557382506,0.608158388,0.761244058,0.907240065,261.1376291
1,0,0.379327277,0.262839891,0.416087809,0.442799684,0.00410528,0.5795279,0.53964202,0,0.005988024,0.014675052,0.024803638,0.028490028,0.029839327,0.030979827,0.02942138,0.089123867,0.233420214,0.290671849,0.320162382,0.342330149,0.35732916,0.371131373,0.380976474,0.388541406,0.394991322,0.395566502,0.443630182,0.434795574,0.450929868,0.476775072,0.517765708,0.599589539,0.726842768,0.883990423,0.975750919,144.2678515
1,0,0.37147066,0.413503784,0.163150538,0.389272549,0.051878547,0.5883174,0.988903982,0.283813747,0.334901625,0.364779874,0.389003721,0.403337403,0.39475899,0.38832853,0.365478915,0.350151057,0.347813496,0.343975569,0.343978349,0.346855096,0.352112676,0.359573648,0.367568935,0.374781086,0.383833375,0.388423645,0.003661828,0.006507211,0.035486966,0.116578015,0.296046833,0.531995357,0.755998647,0.905307315,0.951565548,189.195493
1,1,0.692364351,0.421941104,0.503110842,0.503529511,0.031636006,0.287178012,0.912083574,0.003991131,0.185628743,0.244863732,0.281107896,0.302808303,0.30489671,0.301512968,0.284406669,0.273716012,0.273964668,0.272626319,0.277401894,0.287685775,0.311580595,0.413894953,0.530483177,0.585689267,0.63228366,0.658374384,0.057730926,0.166444438,0.561835683,0.71598483,0.750118123,0.777899184,0.838671621,0.904643628,0.93747692,323.1322016
1,1,0.667812423,0.517221376,0.613244876,0.444484025,0.004845397,0.550541216,0.977677235,0.159645233,0.183062447,0.2,0.21372468,0.226699227,0.228768171,0.232348703,0.22556391,0.234441088,0.337677382,0.533814547,0.568064953,0.59156051,0.613771518,0.624630795,0.632886415,0.646384789,0.660550459,0.669211823,0.027921195,0.365838279,0.496470368,0.505386939,0.523730518,0.548082144,0.6620586,0.820456887,0.897848878,353.6715653
1,1,0.478026025,0.580863099,0.363620296,0.314388187,0.05491228,0.78690689,0.939858913,0.03886918,0.202437981,0.459119497,0.538652336,0.58974359,0.600956389,0.600504323,0.569467146,0.544712991,0.539820446,0.531093837,0.530717185,0.531581741,0.531559729,0.530114293,0.529218315,0.530898174,0.532358046,0.530788177,0.052748745,0.08347496,0.100948075,0.117819407,0.160610196,0.249431696,0.38676561,0.570342184,0.719631526,253.6950274
1,1,0.798428677,0.726047769,0.776503948,0.3803396,0.016027725,0.685261189,0.818452477,0,0.003421728,0.010062893,0.362133113,0.490842491,0.523335884,0.560518732,0.59764629,0.714803625,0.758760498,0.761799001,0.767794317,0.776008493,0.780125196,0.785154745,0.788515052,0.794345759,0.798165138,0.804433498,0.112179414,0.117686815,0.172015441,0.285313239,0.348719413,0.386956995,0.467470327,0.657060372,0.831942898,606.9688341
1,1,0.384237663,0.423920949,0.300790561,0.335690125,0.043832631,0.772346627,0.875952061,0.005321508,0.028229256,0.287631027,0.379082265,0.428571429,0.43917368,0.439121037,0.414841451,0.397583082,0.392991602,0.386174348,0.386197564,0.390923567,0.397496088,0.400924618,0.404755882,0.410307731,0.417803124,0.421674877,0.09425147,0.090437769,0.110653165,0.146618142,0.219686121,0.372834276,0.618473175,0.826710323,0.879584427,227.8492855
1,1,0.160569605,0.145557823,0.060373039,0.461164751,0.05228903,0.54614672,0.919172539,0.028824834,0.096663815,0.114465409,0.128565523,0.137566138,0.138867636,0.138688761,0.130107878,0.125981873,0.125977411,0.124930594,0.125033829,0.125796178,0.128325509,0.131758058,0.13559322,0.141856392,0.151921646,0.162894089,0.049868635,0.10863411,0.302895711,0.600723794,0.828533406,0.918919809,0.965309442,0.988599746,0.991388937,77.32060832
1,1,0.757917997,0.288740054,0.720952776,0.535680475,0.029966332,0.228845529,0.567273367,0.003547672,0.011120616,0.018867925,0.027284002,0.035409035,0.043611324,0.053980548,0.058842759,0.064350453,0.070952795,0.078289839,0.08985115,0.106953291,0.127021388,0.404520354,0.597267898,0.654828621,0.689561121,0.72635468,0.640641878,0.749784804,0.755543949,0.747997305,0.748301022,0.761525723,0.83319799,0.902079664,0.913894995,235.1531953
1,1,0.613552664,0.523504832,0.525903269,0.392530504,0.015942116,0.687702988,0.861161705,0,0.00855432,0.181551363,0.274906986,0.324379324,0.350038256,0.391210375,0.46126185,0.491540785,0.512308138,0.517767907,0.535859269,0.545382166,0.551904017,0.559393862,0.576524159,0.581936452,0.5864121,0.592857143,0.081085181,0.125674399,0.254865594,0.333599574,0.379132818,0.496302764,0.668897982,0.874614421,0.94547605,353.2542486
