AREA,AGE,SITE_INDEX,L7_M_20000813_B1,L7_M_20000813_B2,L7_M_20000813_B3,L7_M_20000813_B4,L7_M_20000813_B5,L7_M_20000813_B7,Target
0.14075136968432034,0.3939393939393939,0.2744558812111328,0.28164333039831796,0.41892548873885704,0.3377933660527955,0.5338888476193469,0.35928977792122063,0.2804295067340187,296.47903
0.13201147925906598,0.3878787878787879,0.30711641327088934,0.32047608351775697,0.43383815560075056,0.4296346017264258,0.4446801264957858,0.36374079788187796,0.355226867192001,260.8121
0.02595877902426298,0.09696969696969697,0.282770990497963,0.30700843643631215,0.5455612768730026,0.40129615224695964,0.7357641111858114,0.4749631026013215,0.36315169319044616,36.7
0.04709105139577354,0.3575757575757576,0.37171518887957716,0.24443161304969938,0.37177088462403646,0.3366635565272807,0.5083742219256676,0.25629318493401143,0.18679458510532213,486.18185
0.04487346725802243,0.4,0.31553684541842075,0.2525842212205885,0.39058186465979716,0.3108948646890424,0.5437429031344998,0.33015681448855544,0.23940362529883502,431.35086
0.05204800417427602,0.3939393939393939,0.33352720863779767,0.25976801794167026,0.42047129208943745,0.33253504211951024,0.5583070404837356,0.3634809504667963,0.283501876725659,414.78473
0.0678319853900339,0.4121212121212121,0.33821955969125256,0.28348748336057084,0.43950389191093003,0.3519646200092707,0.6011137446695441,0.4305718381056738,0.33461330665632977,389.95911
0.13657709366031826,0.4,0.31553684541842075,0.26954112776945194,0.3820601099660795,0.3685639047435263,0.5245976329548965,0.34610401471471164,0.2687231501757554,470.56458
0.20610487868510302,0.6787878787878788,0.242830124496844,0.39172203885101986,0.5325238854174633,0.3920594759448292,0.606985558004622,0.40140848422085224,0.3009685644928263,514.38104
0.05165666579702582,0.22424242424242424,0.32769423711605467,0.35071202371636767,0.4883326768360905,0.400947737058604,0.5636400573602678,0.32655744133699915,0.24107525790464115,122.69873
0.10448734672580223,0.41818181818181815,0.2721542720519087,0.4065558425369472,0.4996985243980247,0.4851239977426622,0.4986531965812116,0.447712674333425,0.40088589449989004,226.84064
0.03626402295851813,0.21212121212121213,0.23705529815770296,0.36874552590566495,0.5072165165441463,0.39172220155427395,0.6572547019622348,0.40832498036127707,0.30883669455749657,41.91458
0.07148447691103574,0.20606060606060606,0.29536011888078534,0.38411785886117794,0.49945706834676756,0.4462583696901333,0.5489086806867358,0.3660110228659709,0.2939793785805216,85.2866
0.02178450300026089,0.2727272727272727,0.21501914438841538,0.35394241596678755,0.5028354100477979,0.41449669788079485,0.5941802204755682,0.42625099865261173,0.33529936700323426,49.89074
0.13996869292981995,0.24242424242424243,0.3696249217912477,0.28598179540331586,0.41960030186282493,0.31298463962503253,0.5121569478482658,0.3587149126565052,0.26659913654658424,141.97942
0.04291677537177145,0.5757575757575758,0.22279910909045966,0.2943162871704125,0.5091042400979678,0.3539910780777615,0.5596470063452774,0.4503796676301952,0.3649892052605146,227.48741
0.04265588312027132,0.42424242424242425,0.2056689115813714,0.35544772705325506,0.4981191775661008,0.38438773689944966,0.5351205267204777,0.40189121451746573,0.3353731700806827,205.65457
0.03326376206626663,0.6787878787878788,0.16060326149211682,0.4980763708852931,0.6850538157883703,0.48954458673276874,0.665583417502442,0.5239039395813746,0.4303531573591332,137.28523
0.03574223845551787,0.34545454545454546,0.06461357303539789,0.46024743148172886,0.6786107116736565,0.5854873336423579,0.5682278323891033,0.5007095874647021,0.42379350576320096,23.72826
0.08426819723454212,0.3151515151515151,0.15314884017769448,0.35005339002822117,0.5030986266011164,0.35341419695736853,0.5905823009049239,0.4607483391309737,0.3522745311420694,107.60835
0.042394990868771194,0.5151515151515151,0.13443688479698454,0.37708418376139835,0.596207016208272,0.5072291708527552,0.5082717623513208,0.4396994756519529,0.3750859286655026,117.25494
0.12457605009131226,0.6363636363636364,0.20100162910963712,0.4368698701917997,0.6274751709939539,0.5123379958898414,0.46771356139370607,0.46435321514083927,0.43119986463554266,223.24734
0.12105400469606051,0.5151515151515151,0.0941058889928384,0.39968386152690505,0.6977345583165657,0.5512817156298099,0.625462737791621,0.5420447796782467,0.45572153034118745,31.9054
0.05126532741977562,0.5757575757575758,0.06469922402294333,0.3820826711507549,0.6470709544643203,0.47465159475878516,0.6739219009815729,0.5585471473820857,0.4517304651579403,23.21677
0.32794156013566395,0.503030303030303,0.29556728285472655,0.31665973268096426,0.5415591499502181,0.3778277433717227,0.7768013990228202,0.5530146763578997,0.4029558183220936,303.30252
0.19227758935559608,0.696969696969697,0.2579994018357862,0.3321789825742127,0.5269450960915026,0.37937254761530564,0.722325432706874,0.6399250497980551,0.489564855311186,305.56793
0.2624576050091312,0.7090909090909091,0.1764137026260384,0.323585944058474,0.5420204678427174,0.3843986389658687,0.8306360207839274,0.6297016439737838,0.47108464787079335,203.03154
0.06222280198278111,0.7090909090909091,0.25635740973308574,0.30174182385520876,0.5348026090841972,0.35913107082298,0.8205024556964752,0.6747590869420748,0.5015867763057116,275.95175
0.15431776676232714,0.5212121212121212,0.17509586121197543,0.3757550234483136,0.5360887355264451,0.39708954615174963,0.6755354607074034,0.5929020641045427,0.44914305784504305,159.89798
0.05400469606052699,0.21212121212121213,0.2893492300637752,0.28666040495236134,0.404319844506484,0.37141494100350736,0.42672660591448214,0.41781672125330915,0.38291074835042815,131.6779
0.09496477954604747,0.6181818181818182,0.2485922424577516,0.493549150018217,0.6416989611759624,0.6646180596311203,0.5146598051535499,0.553266149645492,0.6122504144299356,121.64455
0.12731541873206365,0.21818181818181817,0.41896023879216787,0.2948085977814474,0.46372487484563646,0.3493698486244099,0.6706502153085727,0.550495306406708,0.4258684694493084,263.3786
0.08674667362379336,0.24242424242424243,0.3010802817847855,0.330260765813974,0.5358526245766769,0.36774394202541033,0.7458761623877843,0.5417387865162402,0.41516766207527966,164.12714
0.06665797025828332,0.21818181818181817,0.3798281827262849,0.28914164900767336,0.4435995937437797,0.3816387715678882,0.6641354365512904,0.549769520972858,0.44515782349025607,250.61206
0.2593268979911297,0.49696969696969695,0.3610006333298632,0.2846425581407936,0.5025250140653377,0.3569029112628824,0.9038332676805738,0.6353223710623924,0.4629246214631234,302.58383
0.08609444299504304,0.19393939393939394,0.368147964518208,0.3376963438406124,0.5101290029554135,0.38559195103884625,0.8465363694431813,0.6373185781598284,0.47315339538673373,169.6497
0.10513957735455254,0.3333333333333333,0.34709610075620073,0.4575866539314916,0.6182500722123211,0.5706640247060455,0.743998944623039,0.642032810839138,0.5630839764838531,196.40575
0.19553874249934772,0.6060606060606061,0.30412820351231723,0.36791853950748155,0.5051269144460918,0.4199947081210448,0.5606053876727684,0.4049131103808957,0.33763020772331453,403.94186
0.08687711974954343,0.3939393939393939,0.3779903423288921,0.36583200564480095,0.4818462180093004,0.44556395315294534,0.5090918540835002,0.3620985444137578,0.31423796842011137,529.0011
0.15757891990607878,0.6363636363636364,0.27371026499231754,0.34781513220245514,0.48419445175139614,0.3573228928142518,0.5343935692334538,0.3512432196898199,0.2628088242520766,481.40375
0.23310722671536654,0.6666666666666666,0.3231838073674473,0.413183804697183,0.6401462923394695,0.5948387071104153,0.6416814266328763,0.6128480911897874,0.5526213609875634,246.64589
0.08700756587529349,0.3696969696969697,0.3788217836226259,0.4052754646292666,0.49121188108208713,0.42166296301454076,0.5422174319028749,0.3733535674167083,0.32038726151987656,508.8725
0.10644403861205319,0.7393939393939394,0.2756159994652036,0.4894048176221704,0.6127740751269931,0.6101161096599338,0.5211618336980559,0.4030729936936902,0.4204002576759713,499.58844
0.02921993216801461,0.7393939393939394,0.2756159994652036,0.3661735893054155,0.5305924983234793,0.4097049611696777,0.6175018767263153,0.4271887199485301,0.3406275577689583,499.58844
0.17701539264283847,0.6363636363636364,0.2964984762132236,0.30776573877071756,0.45594076791338894,0.33947286784692815,0.5197755159138405,0.3506292719025342,0.27446690155069003,396.84268
0.31137490216540564,0.7151515151515152,0.32331889916894174,0.39806514024977163,0.5026925176679955,0.41600426002887325,0.5386155776843328,0.3678281742911655,0.2978181932272463,650.12317
0.03469866944951735,0.4121212121212121,0.35263782410281463,0.3775971111700457,0.5415347287754158,0.49787206783154325,0.5597932781781777,0.42421613947841097,0.38690110369368885,546.25128
0.025436994521262718,0.4121212121212121,0.35263782410281463,0.30344849589245027,0.4652962159033304,0.35802715038949695,0.673623328665968,0.4727631821349887,0.35059466439242043,546.25128
0.07422384555178711,0.18181818181818182,0.3379873271355907,0.2536183726075613,0.4347869229930279,0.32493675276248685,0.6418372435735935,0.392117497382804,0.284209445224153,237.3185
0.03352465431776676,0.44242424242424244,0.3509110514494341,0.28265650891172656,0.40225017369798144,0.334026450110778,0.5425379851335387,0.30477281390772754,0.22086010013165094,564.65924
0.01878424210800939,0.44242424242424244,0.3509110514494341,0.3619805457191553,0.5245684739214992,0.45696032616011845,0.5715617978301842,0.38868501491805324,0.3257607096550224,564.65924
0.10331333159405165,0.6060606060606061,0.30412820351231723,0.32003693504633407,0.43576210706466334,0.35190164797598894,0.5318070586887318,0.317577446702017,0.24352253266364188,538.59509
0.19932168014609963,0.4,0.2462063750099665,0.451681027447189,0.5705390311545061,0.46289876927341445,0.6304711324804311,0.5202670100332858,0.4062930600343923,288.55191
0.142055830941821,0.6363636363636364,0.280228270327051,0.322565964494385,0.5008808133353488,0.38717816191425436,0.5961980263537526,0.4290357433343425,0.32843167527489614,511.16418
0.09835637881554916,0.7393939393939394,0.3242603636824493,0.3220434230350376,0.5495655655923891,0.40225282846951305,0.7056624033764639,0.5204543811358613,0.4192648179147875,496.89902
0.09274719540829636,0.6666666666666666,0.31579867282750274,0.3226177379377847,0.47473293319190907,0.35386152651476727,0.5931647211252217,0.3822537437033422,0.28313118814416327,521.69708
0.07826767545003913,0.5757575757575758,0.2715491443431527,0.3560357152725534,0.5245098678531747,0.37865738797364146,0.6585859865680582,0.42834040704980425,0.31347225388615585,328.48721
0.24993477693712493,0.696969696969697,0.3006438447405245,0.4515066926611607,0.6128988416737465,0.5370499300052853,0.6144551558441688,0.5592575786183951,0.4965527939332288,624.5755
0.1750587007565875,0.7272727272727273,0.3160963622354351,0.33730498076192855,0.522794232811288,0.40392485001369394,0.6818506896299189,0.47066735618215005,0.3665190321181704,362.20102
0.05530915731802765,0.7575757575757576,0.28284828529160155,0.3211227530539211,0.48948961811435415,0.36752056902951047,0.6405662882005471,0.4600377073460503,0.36576557753483807,390.78082
0.02282807200626141,0.7575757575757576,0.2926017044546521,0.34223243099888995,0.3953958293527175,0.3004246368133074,0.3393516382799372,0.22478183233432492,0.16614411289035547,517.14056
0.22188885990086094,0.7575757575757576,0.2926017044546521,0.3892674648845018,0.5459873170956752,0.3911085558011394,0.6771119663674234,0.47233047648897925,0.3453941941214013,517.14056
0.11087920688755543,0.696969696969697,0.31066535845808724,0.3045556428495534,0.45127715498634896,0.3437180423230951,0.5941847106749922,0.39197158603758836,0.2864679938118989,525.47076
0.1648839029480824,0.696969696969697,0.3307082118058397,0.3750971375196661,0.5849502087167108,0.4668369086673418,0.6311385513272345,0.5323188273537098,0.45525047038560756,307.88422
0.01956691886250978,0.06060606060606061,0.3303097258089057,0.3231050278778985,0.6334079248185106,0.4040228359829201,0.8701809995419569,0.63747865019376,0.4883668583660534,13.21998
0.1637098878163318,0.6363636363636364,0.23871295812397875,0.31967380879063223,0.45064099288514736,0.34539436103214183,0.5553751417236362,0.3742509882240838,0.28480029574773197,401.36356
0.020871380120010434,0.34545454545454546,0.12658606653410495,0.3793418121189453,0.5231464631214011,0.41151282086989743,0.469668693733772,0.383865244753515,0.3179397231060237,117.13002
0.10083485520480041,0.4666666666666667,0.2121771680232135,0.33983518526062056,0.47407330015616966,0.3813448667116277,0.5007539353133386,0.39246867268010227,0.31714202521039303,207.95245
0.06209235585703103,0.45454545454545453,0.2285520004205951,0.33467229760429257,0.47697188930356577,0.37338985961931626,0.46294693540317916,0.3833427520256157,0.30892250407128724,242.16302
0.07109313853378554,0.42424242424242425,0.19542717733688797,0.3111126390725845,0.49676513270093425,0.38744890982651525,0.5001491900046536,0.43813921721835664,0.3554116486810453,153.31345
0.11961909731280979,0.3515151515151515,0.2190219353571803,0.341503436702657,0.4955631500341244,0.3879894772512204,0.4804934229170547,0.3754138669163018,0.30310512200861517,151.40213
0.090007826767545,0.09090909090909091,1.0,0.46228165778708197,0.7745012859957843,0.5852235619915768,0.8187731916816134,0.6972575109112265,0.606548563895344,20.89733
0.03874249934776937,0.14545454545454545,0.5091845016278911,0.45559939404418826,0.6190435228333352,0.5429982937337655,0.6992057774330673,0.4535109652082444,0.3903601438070913,67.755
0.01878424210800939,0.14545454545454545,0.5091845016278911,0.29524774625287037,0.5059579945815875,0.3846014280115467,0.6940348167682397,0.5381194856804596,0.41999761615451403,67.755
0.028306809287764148,0.2727272727272727,0.2928271476027646,0.4910704341021631,0.5909508572081795,0.5659375942906064,0.5072672641421867,0.390371281469789,0.4196148400121062,161.1727
0.06965823115053482,0.46060606060606063,0.2801723882802988,0.3377585503094015,0.43707690700689833,0.35570734450463576,0.456489015207875,0.3568210685064821,0.31451113512804,290.74051
0.05139577354552569,0.4,0.28354654974494464,0.3182993556164715,0.44607755903801194,0.3707163334042896,0.5108318780935825,0.39589968771597045,0.31552139967789894,250.31923
0.22906339681711452,0.1696969696969697,0.4544700588867948,0.4153215066741452,0.5899944166257649,0.5170578479294363,0.6299030108377479,0.4728586286009354,0.40882391338151197,70.92358
0.012001043569006,0.45454545454545453,0.2228473312927972,0.26434330906224696,0.4416179864518069,0.2896918044179895,0.6709796817835045,0.5055595377499236,0.39128579543056524,263.48666
0.07735455256978867,0.3939393939393939,0.2876254168957366,0.2952437225946144,0.45981798575338034,0.36973610235210097,0.5829906526685265,0.4506606509126144,0.36289866565699025,248.54843
0.08296373597704147,0.22424242424242424,0.32769423711605467,0.2716559340627098,0.43883081297544524,0.34627899342891877,0.5675638842130986,0.35211552300615684,0.2654230635164617,85.88789
0.15640490477432817,0.23030303030303031,0.29392093856769963,0.32132528905533625,0.49722436006485105,0.3707678728569714,0.6429818353942585,0.3970365733512499,0.2900629480015642,129.97629
0.02556744064701278,0.3333333333333333,0.2113805442040917,0.2818019622348694,0.48808722977572166,0.3289030359337149,0.6496278586209033,0.48077570579917484,0.3702325397261441,95.67979
0.08178972084529089,0.42424242424242425,0.19592001869002038,0.3052442225252508,0.5609836288568679,0.3641740855759163,0.7069188930424606,0.5804331790385671,0.4598725427545243,132.556
0.044221236629272104,0.18181818181818182,0.13276930185044433,0.3537505266363329,0.505403244315063,0.4167684922322777,0.6618025993804147,0.5928481507674,0.47767351445245365,30.79912
0.07109313853378554,0.5757575757575758,0.19364556716099357,0.4441994444075708,0.6023196980269473,0.5289156621712221,0.7127537103088654,0.5701345479183497,0.5033949719843397,231.42148
0.08270284372554133,0.2909090909090909,0.19620325884598874,0.28952122597235086,0.4605771802128524,0.3354112512773787,0.6506476497594144,0.4637054137692345,0.34439700076786434,167.79056
0.07657187581528828,0.5454545454545454,0.27999899725673116,0.32116740497828367,0.49689809506997074,0.4036096980644853,0.5538976585444544,0.4236622682295743,0.33757229492099144,376.94385
0.037307591964518654,0.6363636363636364,0.1782616400910686,0.39841199383447373,0.5105023523554093,0.4487239078205085,0.4911795023122787,0.43685002713936355,0.3938918918162487,202.07323
0.18758152882859375,0.45454545454545453,0.21402023104179801,0.31723198234319055,0.49714228306198865,0.3774095125171506,0.5056455390299123,0.3979743337786051,0.33357521637900195,178.35355
0.037307591964518654,0.45454545454545453,0.14129627547028834,0.32543817994483387,0.5212853462949907,0.3597603136930352,0.6150362963179485,0.48792837483537715,0.3765656509606862,90.25911
0.06991912340203496,0.7575757575757576,0.22906399138476408,0.3913497614433553,0.591041486373424,0.5018755400468576,0.5215739277788388,0.5729574017281588,0.5449313196349224,349.24341
0.09079050352204539,0.10303030303030303,0.2417704546570287,0.47900526337229,0.8118581527894648,0.6223824728724889,0.8590811929886614,0.7182384079758399,0.6195139737781458,6.03391
0.14857813722932425,0.7454545454545455,0.20562486747598727,0.3425299324566648,0.5304655462241171,0.4104517659822371,0.6464449146730241,0.5243552228770364,0.43243686221764516,211.4529
0.10931385337855463,0.06060606060606061,0.23790501862560803,0.6191900155163658,0.8386699182938284,0.6998514427664724,0.7827441916965828,0.705655024325593,0.6067740090750405,2.3863
0.23115053482911557,0.4484848484848485,0.3920118616172508,0.33303908403591864,0.5549649258003702,0.41120997684968746,0.8137887253906853,0.6066620371241996,0.46172890614651857,369.5864
0.5628750326115314,0.7212121212121212,0.2411641083366613,0.4320345724111783,0.6070293500948114,0.4352587682389118,0.8115299047770033,0.5701348658612743,0.4189252406058407,376.37573
0.4586485781372292,0.5454545454545454,0.2557037116472461,0.3921072418157367,0.5532772278222653,0.4426416953641682,0.6662080283569127,0.5885732075983526,0.47144623021932003,227.41734
0.11231411427080613,0.5757575757575758,0.24960264557099093,0.3008686544060696,0.45374668689823205,0.3394586235411689,0.6268627581626575,0.5334704508663991,0.4100450004073467,205.8618
0.2762848943386381,0.5151515151515151,0.27739412789363677,0.38002558476929277,0.537111194051249,0.44479661744158216,0.6582953140730579,0.5635218486880372,0.4568212955727665,262.80963
0.4484737803287241,0.6242424242424243,0.21346611093334858,0.3343705232350953,0.5096330725612732,0.39069976809898865,0.6796194420763297,0.5422452060064468,0.4158083737876212,230.32365
0.09587790242629793,0.6363636363636364,0.2957274432379416,0.3114017727454909,0.5058990084171571,0.35341435611162286,0.7607474800488017,0.6225022030876669,0.46627041167697325,301.07541
0.07865901382728932,0.696969696969697,0.20388068608530072,0.39248197614746905,0.5634397861370255,0.4051463854410993,0.7622820934607629,0.5427475215872118,0.3988938604053425,282.82349
0.2770675710931385,0.503030303030303,0.23592930102875193,0.3696461488106921,0.5831520453078359,0.4631425935909908,0.753664729220401,0.6776551703445497,0.5513694466251743,215.04422
0.08492042786329244,0.5212121212121212,0.24642468057578354,0.3700379747881135,0.5359571510057926,0.37921853934856836,0.7536964841793455,0.6148001971578749,0.46038157914937927,209.78542
0.15992695016957995,0.5454545454545454,0.22690043351237638,0.36735586828836,0.5366164752134459,0.39298896331560756,0.7455904929090014,0.5528870296108416,0.40558636362502465,221.48195
0.04839551265327419,0.6727272727272727,0.20683024844705358,0.3292312078067801,0.5289173197608616,0.4215943144795225,0.7769038860694953,0.6327563221984487,0.4743203621838872,257.5636
0.29311244456039653,0.6363636363636364,0.2957274432379416,0.31071913953818947,0.5444532967243769,0.38051288784731274,0.8156452809121262,0.6788770298949846,0.5020651171914382,367.98514
0.2594573441168797,0.5272727272727272,0.23058917086014133,0.33356988645734914,0.548395130902367,0.389113238915072,0.8148719745549098,0.6938550031271155,0.5222277366648598,240.77307
0.3962953300286981,0.6666666666666666,0.2905486920641575,0.3172663436725446,0.5293093651380651,0.36325176014658106,0.7550421520752341,0.623171918063917,0.46130389452491694,338.63385
0.14557787633707275,0.6363636363636364,0.1981774096564873,0.3109871222995556,0.519272642390356,0.3783122884989168,0.6936626033505935,0.6352723415203587,0.49327547285635776,193.61208
0.40764414296895374,0.6848484848484848,0.2187153674932219,0.37563224846011395,0.5839592981686946,0.41231933505352564,0.8188391802140044,0.5789736400320352,0.4360735245768,302.27884
0.04109052961127054,0.46060606060606063,0.3276879699706245,0.3449277835240524,0.46429775094520986,0.45880171435657585,0.4620878299124423,0.413177122006963,0.3808483184103673,170.96721
0.054526480563527255,0.5757575757575758,0.35358329262590266,0.3097532123035921,0.4283580962382911,0.38007059817463335,0.5357893893907534,0.3509803493712403,0.26991353155189046,270.026
0.06313592486303156,0.5757575757575758,0.35358329262590266,0.2975597830158608,0.4591787353713184,0.3710897888619874,0.6868367279485176,0.49484683243907485,0.3815535748586196,270.026
0.1836681450560918,0.5757575757575758,0.36943290341876267,0.17353817290877308,0.29665928543785064,0.2171235653736047,0.5668828329865347,0.38394405057593434,0.2730500406565923,367.91412
0.09496477954604747,0.5151515151515151,0.26175812230752116,0.38899300154081196,0.590497806405983,0.5189297141655907,0.7547124597167146,0.6514244877556731,0.5683158216822733,225.46823
0.03482911557526741,0.09696969696969697,0.4875778214079421,0.29869723203646675,0.5067907376375465,0.39212918550820947,0.7630285898781148,0.6285644795270168,0.46699357637402655,59.95886
0.0716149230367858,0.21212121212121213,0.3095828831724012,0.3462912339513008,0.4955303192329794,0.4180025212686451,0.7007745572638948,0.5513038890695376,0.43986958657519787,141.06625
0.09979128619879989,0.45454545454545453,0.34313857250443136,0.3705775010703644,0.5505742931453682,0.4666033232734582,0.7503646310550568,0.5843833410644824,0.48860208919699183,204.12573
0.21654056874510827,0.23030303030303031,0.2746912473395097,0.3427918975344447,0.4961085166780351,0.4061062447487385,0.6211573660869908,0.5175326617508093,0.4200126850433693,94.93641
0.13435950952256714,0.5151515151515151,0.38767099297000374,0.2615108316880251,0.35172931968949855,0.23970705006926527,0.595400025425945,0.3832519132863599,0.26458608104786663,463.33533
0.10083485520480041,0.49696969696969695,0.3773469153980629,0.28034550476899645,0.43257877842195364,0.31995254550651175,0.7883304545996332,0.5749572235920754,0.4117619917882871,401.05215
0.33407252804591697,0.5151515151515151,0.3551441600127571,0.2698351040753036,0.47085844729267873,0.31974766092981893,0.8780689215758313,0.6453061115101458,0.45666641862829427,337.58936
0.05817897208452908,0.18787878787878787,0.33622504065810604,0.3129576466171218,0.45365109272760457,0.37671488377429013,0.5740993282661662,0.4022578565151855,0.31163787525259906,129.8318
0.10761805374380379,0.4909090909090909,0.28362001461637587,0.27957089714333083,0.44483968104520344,0.3215138222154139,0.7852732331831439,0.5606975127750569,0.39759208485419084,246.19371
0.05478737281502739,0.6363636363636364,0.32349020114403254,0.3671445016033389,0.5087504418914182,0.3518521244771949,0.7392307466048413,0.5247318482825867,0.4127073364010995,350.5751
0.22371510566136185,0.6848484848484848,0.29877588722759246,0.3552848579128765,0.5299922315482761,0.37406496544031687,0.8438262792086709,0.5961493668271824,0.4287879601890097,351.33307
0.20336551004435166,0.15151515151515152,0.4240919863752258,0.41990950970620317,0.5660551324175251,0.5902291224433361,0.5133493445725191,0.5254886160315755,0.5017224064459799,160.76959
0.6925384816070961,0.06060606060606061,0.16514363426889048,0.46942974009019267,0.8142535422046957,0.6502195599252241,0.8881619771890787,0.811537189033049,0.7067082636954957,13.73432
0.04096008348552048,0.08484848484848485,0.2204748685727377,0.3871234603631918,0.5399916336095897,0.3732828814347226,0.7232241014027322,0.44490501330397936,0.33221771838891395,28.85578
0.12848943386381423,0.7151515151515152,0.2583439207470716,0.458464666013576,0.6016761478076877,0.4407978668024783,0.7031557274175569,0.4867065055020831,0.36217968901585695,306.88568
0.11061831463605527,0.7151515151515152,0.24757748716018582,0.34069386241851923,0.4390306009910958,0.33317529315882066,0.5305960326734627,0.3452986065896978,0.2521935627369864,328.30139
0.30289590399165145,0.5878787878787879,0.2972557562860339,0.31303779931388437,0.47897302403297787,0.3479602193941396,0.6224401528760585,0.4272949128853263,0.32405690101668755,303.21722
0.04369945212627185,0.2787878787878788,0.29519560631324376,0.3735562544456083,0.5443722649858056,0.48591454344944307,0.6037750379441693,0.4978941539536088,0.4505574850020444,246.41071
0.08009392121054003,0.2787878787878788,0.29519560631324376,0.33906951514134653,0.47874107038436775,0.4320934023267026,0.5486521562957162,0.40861886723500296,0.3484264581538072,246.41071
0.06574484737803286,0.2787878787878788,0.29519560631324376,0.3087998545500952,0.45416453129862194,0.3845873428600418,0.5304026885323933,0.3876942167194553,0.31917220813392655,246.41071
0.07187581528828592,0.3939393939393939,0.31873535272364917,0.3252378872219154,0.43085473375372446,0.40899698999516576,0.5192066372558909,0.42509778542529975,0.35841771961795116,353.81308
0.06378815549178188,0.37575757575757573,0.2833489605765217,0.3324543005001871,0.4824314234763081,0.39134787074817756,0.5629322053512823,0.37434730047307124,0.3072472208598364,265.45911
0.14296895382207145,0.6666666666666666,0.2784640688884626,0.3047132064582493,0.4663165126315319,0.34382621416459597,0.5963846336694457,0.41884603456864294,0.3186327094630817,413.66782
0.10696582311505345,0.6787878787878788,0.22097032123646604,0.5865771259087416,0.7027348413693847,0.7904942734309877,0.5081519738428271,0.4702200887501967,0.5247008090370824,284.2897
0.09887816331854943,0.09090909090909091,0.4267795472405237,0.4570625101303608,0.5812894556090153,0.4303794966879337,0.7960541592653162,0.5764371500772144,0.4194306061139086,48.17868
0.1892773284633446,0.696969696969697,0.2104507435445791,0.37595496009528023,0.516820974995449,0.3891667412702234,0.596060215997945,0.4571334063418334,0.35079007320011907,293.40164
0.15301330550482647,0.23636363636363636,0.2501085434771028,0.3186580665303703,0.5149707146640627,0.35579636478420346,0.700015933339873,0.4734868495798182,0.3499737977779859,101.17236
0.12979389512131487,0.6363636363636364,0.2594706142255149,0.3878829703684987,0.5264307785482405,0.3999409537716574,0.6076786817931992,0.4652156524436563,0.3564625160781292,335.1264
