AREA,AGE,SITE_INDEX,L7_M_20000813_B1,L7_M_20000813_B2,L7_M_20000813_B3,L7_M_20000813_B4,L7_M_20000813_B5,L7_M_20000813_B7,AREA*AREA,AREA*AGE,AREA*SITE_INDEX,AREA*L7_M_20000813_B1,AREA*L7_M_20000813_B2,AREA*L7_M_20000813_B3,AREA*L7_M_20000813_B4,AREA*L7_M_20000813_B5,AREA*L7_M_20000813_B7,AGE*AGE,AGE*SITE_INDEX,AGE*L7_M_20000813_B1,AGE*L7_M_20000813_B2,AGE*L7_M_20000813_B3,AGE*L7_M_20000813_B4,AGE*L7_M_20000813_B5,AGE*L7_M_20000813_B7,SITE_INDEX*SITE_INDEX,SITE_INDEX*L7_M_20000813_B1,SITE_INDEX*L7_M_20000813_B2,SITE_INDEX*L7_M_20000813_B3,SITE_INDEX*L7_M_20000813_B4,SITE_INDEX*L7_M_20000813_B5,SITE_INDEX*L7_M_20000813_B7,L7_M_20000813_B1*L7_M_20000813_B1,L7_M_20000813_B1*L7_M_20000813_B2,L7_M_20000813_B1*L7_M_20000813_B3,L7_M_20000813_B1*L7_M_20000813_B4,L7_M_20000813_B1*L7_M_20000813_B5,L7_M_20000813_B1*L7_M_20000813_B7,L7_M_20000813_B2*L7_M_20000813_B2,L7_M_20000813_B2*L7_M_20000813_B3,L7_M_20000813_B2*L7_M_20000813_B4,L7_M_20000813_B2*L7_M_20000813_B5,L7_M_20000813_B2*L7_M_20000813_B7,L7_M_20000813_B3*L7_M_20000813_B3,L7_M_20000813_B3*L7_M_20000813_B4,L7_M_20000813_B3*L7_M_20000813_B5,L7_M_20000813_B3*L7_M_20000813_B7,L7_M_20000813_B4*L7_M_20000813_B4,L7_M_20000813_B4*L7_M_20000813_B5,L7_M_20000813_B4*L7_M_20000813_B7,L7_M_20000813_B5*L7_M_20000813_B5,L7_M_20000813_B5*L7_M_20000813_B7,L7_M_20000813_B7*L7_M_20000813_B7,Target
0.12940256,0.72121215,0.3070581,0.334673,0.5028461,0.36541116,0.646036,0.44925088,0.34467375,0.017125819,0.1442064,0.11480057,0.13864735,0.13079168,0.11784088,0.12207748,0.11236965,0.10206031,0.5201469,0.67608505,0.47828996,0.67069304,0.5273364,0.57182527,0.5173004,0.53114897,0.09428467,0.20880614,0.21458605,0.16742676,0.24703714,0.20852141,0.17230304,0.1832681,0.28574196,0.20717336,0.52122796,0.3059223,0.24138856,0.33717236,0.2444992,0.4844554,0.28640977,0.22670074,0.17721206,0.349158,0.2063637,0.16396435,0.4781177,0.40268296,0.32202244,0.23889068,0.19034472,0.15148754,469.49564
0.20727889,0.73939395,0.31443414,0.37572828,0.553226,0.42837477,0.65647143,0.49949017,0.40809786,0.043519948,0.23566435,0.18739142,0.2378428,0.2230918,0.21314508,0.19741935,0.19622174,0.18707702,0.5467034,0.70977944,0.52566534,0.7333434,0.6113299,0.5936389,0.5799259,0.6249934,0.09886885,0.22922271,0.2343589,0.19386932,0.25616372,0.23349446,0.20251085,0.21623893,0.33329803,0.25599828,0.57024854,0.3624447,0.30193436,0.3894244,0.29930422,0.5262779,0.33679804,0.28110728,0.22963782,0.40261966,0.25717548,0.21523528,0.49087116,0.44749573,0.37661824,0.28694054,0.24051422,0.2015006,363.04184
0.1668406,0.57575756,0.27154914,0.38501155,0.55528903,0.3818719,0.7275234,0.51433516,0.3798611,0.02830564,0.14799863,0.1305174,0.19449802,0.18017983,0.15697557,0.1726517,0.16216677,0.14212723,0.33149678,0.4773159,0.41554812,0.5725047,0.43537548,0.50148284,0.46299052,0.45878366,0.07373894,0.2009669,0.20291214,0.1531272,0.23999724,0.20674314,0.16486776,0.22401194,0.3400443,0.23605171,0.6332769,0.37815407,0.28803536,0.3916358,0.27264825,0.5757591,0.34665453,0.26479107,0.19029664,0.39932305,0.24062239,0.18444236,0.58195794,0.4994125,0.385488,0.30196,0.23224555,0.17838472,328.48721
0.14231671,0.6787879,0.27318382,0.55786586,0.6800532,0.6616739,0.607025,0.5718124,0.5638798,0.020666638,0.14909348,0.11219707,0.21262531,0.17766888,0.20981483,0.12780474,0.15176,0.16964504,0.460753,0.5661179,0.6264181,0.7789467,0.8017109,0.5127995,0.59791946,0.7551776,0.0746294,0.2585114,0.23558563,0.24061254,0.209416,0.22783153,0.23157363,0.39015234,0.5236779,0.4942602,0.7079698,0.538554,0.53099966,0.53585887,0.5087649,0.5763694,0.44264668,0.43649068,0.4799873,0.5478751,0.41772813,0.41187936,0.43185747,0.47374874,0.46988714,0.36364704,0.35856253,0.35354885,310.15179
0.13644665,0.6545454,0.2565092,0.29487097,0.47327608,0.3414176,0.61865383,0.4601064,0.3615567,0.019015966,0.13790858,0.10105467,0.13586988,0.1324513,0.11798581,0.12438868,0.12083527,0.11181429,0.42842975,0.5125787,0.4037679,0.5849292,0.45474127,0.5017832,0.4789673,0.50100976,0.06579698,0.16225176,0.17226087,0.13289453,0.19953571,0.17771304,0.1495989,0.15349202,0.25052604,0.18044354,0.4635705,0.28917584,0.23265299,0.3080703,0.22137065,0.4474004,0.28045902,0.22639668,0.15892749,0.31919268,0.19978097,0.16181871,0.44541338,0.39701137,0.32367626,0.24890967,0.20221078,0.16412856,384.9455
0.25632665,0.6666667,0.32598576,0.3566195,0.5360228,0.406293,0.610727,0.4344297,0.33968064,0.06634768,0.26235572,0.23987354,0.28473628,0.26980528,0.25266773,0.23053947,0.21549702,0.19893707,0.44444445,0.66347593,0.45913917,0.64712805,0.5288432,0.5060087,0.4649878,0.48526722,0.10626671,0.23021238,0.23779365,0.19283968,0.25106674,0.21526909,0.18079644,0.20060782,0.31360945,0.23631892,0.5178817,0.30915704,0.24833162,0.37120366,0.27973408,0.4840577,0.2909618,0.23438881,0.2105191,0.36338052,0.21817759,0.17640856,0.43615144,0.3738214,0.30390593,0.22553527,0.18269452,0.1478424,535.9845
0.063266374,0.8181818,0.3056045,0.32233217,0.5046192,0.36486188,0.5996769,0.42772964,0.32550567,0.004202953,0.08106524,0.05661695,0.066549264,0.0644324,0.057861224,0.056781482,0.05320158,0.048090708,0.6694215,0.7633564,0.53085047,0.7626517,0.59755635,0.6123422,0.56334955,0.57565814,0.093394086,0.20331833,0.21407022,0.16644405,0.23208411,0.19922234,0.16383004,0.17380539,0.27931905,0.20193544,0.4773965,0.28596064,0.22422032,0.33895424,0.24481787,0.45629722,0.27495128,0.21640317,0.17678303,0.32809722,0.19752327,0.15609017,0.423394,0.36347845,0.28897172,0.21962038,0.17403537,0.13772659,612.69672
0.15405686,0.57575756,0.21723928,0.38468108,0.5652228,0.3737199,0.6895959,0.45381954,0.32135662,0.02417403,0.13677272,0.09649396,0.17955059,0.16848777,0.14260997,0.15282561,0.13473141,0.11472015,0.33149678,0.38185266,0.4153267,0.5795279,0.42824766,0.48054564,0.41648218,0.40099445,0.04719291,0.16068783,0.16432106,0.120496176,0.18398173,0.14878027,0.11528056,0.22373319,0.34457222,0.23167658,0.60432684,0.3377447,0.24891667,0.4023629,0.27138177,0.55733615,0.31416476,0.23242399,0.18376164,0.3752699,0.21192966,0.15742324,0.53241336,0.4284219,0.32050708,0.24308288,0.18124203,0.1348307,349.2962
0.52661103,0.6424242,0.26879194,0.3036449,0.4577682,0.33635604,0.57440466,0.41468042,0.31393915,0.2781618,0.5176455,0.4049755,0.53194803,0.4986335,0.4487894,0.4509488,0.4250208,0.38300848,0.4127089,0.52717644,0.40284854,0.56186354,0.44138208,0.46523553,0.4311437,0.4392502,0.07224911,0.17283456,0.17666289,0.13771732,0.19751887,0.17079164,0.14003138,0.1598707,0.2490095,0.18152143,0.44310728,0.26809916,0.20929557,0.29327112,0.21356378,0.4107333,0.25002807,0.19590239,0.1551896,0.29691294,0.18040943,0.14199516,0.39489123,0.34196135,0.27086404,0.20831954,0.16451292,0.12972692,495.86346
0.12027133,0.42424244,0.15354994,0.34531784,0.47751155,0.3629249,0.44879603,0.33903658,0.27556106,0.014822831,0.078918934,0.053409524,0.1313316,0.11750518,0.10899837,0.08631015,0.082976155,0.0795711,0.17998163,0.19887562,0.28660116,0.38132727,0.3085961,0.25613838,0.24188125,0.26213804,0.023577584,0.10636725,0.10371787,0.08329243,0.09407009,0.0828873,0.072291076,0.19159666,0.28063178,0.21025966,0.39271066,0.24349062,0.20320018,0.31216764,0.23427117,0.3464165,0.21617992,0.18079972,0.17527397,0.25979212,0.16141333,0.13550381,0.26714262,0.2378301,0.20049587,0.14851475,0.12482694,0.10482314,179.29082
0.123271585,0.2,0.24079904,0.30671382,0.44978285,0.33785886,0.61339307,0.39838523,0.28555223,0.015561195,0.038119838,0.085817866,0.12555975,0.11581992,0.10580859,0.1117242,0.09690971,0.0838127,0.04,0.14702885,0.12612922,0.17295864,0.13786784,0.15231384,0.12987374,0.12700754,0.05798418,0.15571661,0.15649022,0.123784795,0.1860825,0.14804588,0.11651272,0.16212656,0.24736276,0.18336828,0.4716146,0.26028955,0.19408506,0.285775,0.21169998,0.42862317,0.23848988,0.17859632,0.15629506,0.31434774,0.17489423,0.13176204,0.43925628,0.34822056,0.26421914,0.19461416,0.14719898,0.11106389,67.61562
0.06274459,0.6363636,0.185308,0.32686564,0.50141066,0.34441558,0.61208236,0.45405215,0.3509835,0.0041356613,0.06254431,0.034054816,0.066551425,0.063631855,0.054910082,0.057225198,0.055487614,0.050690893,0.40495867,0.36001232,0.41624016,0.59066635,0.44500682,0.48383522,0.46051994,0.47554955,0.034339055,0.12428744,0.12925614,0.096635126,0.14296432,0.12696601,0.105512425,0.17725751,0.28057757,0.19412684,0.49017602,0.30431962,0.24159886,0.33573297,0.23241541,0.46203548,0.28853846,0.22980233,0.16116104,0.31861037,0.1988306,0.15887769,0.4377285,0.38911268,0.31294817,0.24329722,0.1950193,0.15615487,268.30505
0.057396296,0.5151515,0.13897516,0.37169796,0.6071235,0.52048886,0.46983963,0.43982598,0.3945407,0.0034772067,0.04642893,0.023420323,0.065881796,0.06655883,0.06985246,0.042914372,0.049496155,0.0511357,0.2653811,0.21856973,0.36382666,0.5450307,0.4979893,0.3214191,0.36301944,0.42346445,0.019314097,0.10064476,0.11049519,0.1001848,0.08798635,0.0927219,0.087043874,0.21290079,0.35594147,0.30103418,0.42843136,0.32110703,0.29096422,0.4490494,0.37862274,0.42970097,0.32209724,0.29221532,0.3179289,0.364046,0.27058366,0.24584715,0.28692895,0.30792695,0.2810816,0.23035464,0.20934369,0.19023189,160.70796
0.122749805,0.45454547,0.2016635,0.36410236,0.4751333,0.36579302,0.40611866,0.31828088,0.25119442,0.015431494,0.08627425,0.07157035,0.13840431,0.11952133,0.11190358,0.082066305,0.08053436,0.075674556,0.20661157,0.27984816,0.31700665,0.4072375,0.33261847,0.25583455,0.24656522,0.26186058,0.04066817,0.14421579,0.1357744,0.110046424,0.115172975,0.103569545,0.088519536,0.20666966,0.29010367,0.21924372,0.37599188,0.23875733,0.19478002,0.30986404,0.23496683,0.31916782,0.20414384,0.1668837,0.1775106,0.24242629,0.15412508,0.1265852,0.22901206,0.20924403,0.17236389,0.1338062,0.11000857,0.0903191,218.26845
0.04409079,0.43636364,0.17865455,0.31385055,0.5283944,0.3837815,0.6853557,0.5350716,0.41736272,0.0020864597,0.030472716,0.02332806,0.04579629,0.046548232,0.042139832,0.044282738,0.0452298,0.04142875,0.19041322,0.23800191,0.27881426,0.41948718,0.3312342,0.362429,0.36297643,0.3757845,0.03191745,0.11705096,0.1290638,0.10113006,0.15056702,0.14070003,0.117225856,0.167422,0.28440592,0.20722634,0.52654594,0.34442782,0.27465883,0.36324966,0.2639678,0.52779675,0.34667817,0.27738726,0.19184299,0.38141626,0.2501854,0.20079327,0.5270057,0.49241948,0.39771828,0.32356754,0.26038677,0.20938239,104.93349
0.092094965,0.5151515,0.16424341,0.460117,0.56682646,0.47528353,0.54230404,0.43204594,0.34672865,0.008764107,0.07369184,0.043931328,0.120856546,0.10124073,0.103432916,0.07615682,0.07767121,0.07324608,0.2653811,0.25830975,0.41682073,0.5195394,0.46262428,0.357211,0.35766962,0.38120824,0.026975904,0.13626891,0.12447774,0.10999198,0.11556311,0.107965566,0.09260499,0.2912083,0.3929524,0.3218623,0.5596333,0.36531737,0.30075184,0.4041069,0.33281714,0.45749778,0.30149236,0.24847166,0.27287874,0.37648323,0.24694428,0.20425913,0.36003953,0.3385959,0.28121668,0.22342212,0.18495816,0.15300009,207.68356
0.07226715,0.38787878,0.19120155,0.33409324,0.47808293,0.35248488,0.42020133,0.30969468,0.24588017,0.0054491614,0.043755695,0.040330343,0.07757812,0.070899166,0.064283304,0.04971049,0.046654034,0.04408784,0.15044996,0.22641502,0.25696996,0.3489142,0.2759954,0.22354944,0.20595682,0.21991798,0.036558036,0.12988895,0.1292511,0.101455785,0.11181765,0.09612178,0.08259908,0.18281895,0.27456728,0.20076889,0.36432603,0.22045492,0.18070894,0.3127222,0.22889069,0.32922712,0.20035172,0.16471615,0.16724534,0.24130264,0.14629294,0.12078943,0.24129868,0.20977193,0.17381859,0.12793577,0.105747305,0.08729075,173.66702
0.027002348,0.45454547,0.21510775,0.3129028,0.511461,0.36966622,0.5825952,0.40728366,0.29888085,0.0008179339,0.01989553,0.017605007,0.02817072,0.028137527,0.025306681,0.02419447,0.022296604,0.019615693,0.20661157,0.2985047,0.28993034,0.42751426,0.33529207,0.33274564,0.3005666,0.29904744,0.046271343,0.14069118,0.15203708,0.11832639,0.1597837,0.13466965,0.10782958,0.16671479,0.27670082,0.2003419,0.45706573,0.2687414,0.20439234,0.34586903,0.24990365,0.4498324,0.26591566,0.20326953,0.18055223,0.32388785,0.19133388,0.14696005,0.40402603,0.3405238,0.26305923,0.20204242,0.15563808,0.11965514,230.27925
0.18601617,0.3939394,0.2185721,0.31343177,0.51038533,0.3889511,0.58602023,0.48935762,0.39811632,0.03511382,0.11278354,0.1170073,0.19161247,0.18960656,0.17744075,0.16230644,0.17316127,0.1645869,0.15518825,0.26287055,0.25151536,0.369992,0.30212358,0.28967324,0.3036488,0.3262423,0.04777376,0.14309496,0.1542687,0.12500559,0.16308537,0.15950972,0.13791916,0.16710934,0.2765585,0.20942909,0.4598414,0.3172731,0.26309094,0.34477776,0.26028475,0.45133394,0.31227595,0.25964317,0.19605905,0.33912018,0.23368865,0.19485922,0.40787518,0.40128213,0.33645436,0.27690408,0.23134205,0.19317341,197.90097
0.066918865,0.24242425,0.27399194,0.3690187,0.6105707,0.501463,0.74490607,0.5691178,0.4811584,0.0046891924,0.025369814,0.053614344,0.0763626,0.0777683,0.07880119,0.07128396,0.07176014,0.070267946,0.058769513,0.20278305,0.17045687,0.25751126,0.22734356,0.215191,0.2126707,0.23530209,0.07507159,0.19754711,0.21871477,0.19161254,0.24678981,0.22757244,0.20263131,0.21069387,0.35576847,0.28996524,0.6283865,0.4033014,0.34580112,0.45299402,0.36821532,0.63024473,0.40675792,0.3494039,0.29856414,0.5098356,0.32854688,0.28280398,0.6053709,0.5569271,0.48204893,0.36062962,0.31071296,0.26764104,98.43696
0.0060005216,0.2,0.40837798,0.30378115,0.41634545,0.31462547,0.7435415,0.48583403,0.35690784,5.6167133e-05,0.0023476724,0.00896338,0.006477162,0.005803893,0.0053160493,0.0074510593,0.006599033,0.0057622124,0.04,0.24935044,0.12544683,0.1647467,0.13081132,0.1772709,0.15321949,0.1514912,0.16677259,0.26265547,0.25279543,0.19918525,0.36729175,0.29620785,0.23568872,0.1599706,0.23192093,0.17175204,0.55407417,0.30926788,0.2342306,0.2553041,0.18925376,0.47934312,0.27006766,0.20509939,0.13961457,0.34915596,0.1967856,0.1501954,0.6035169,0.48371762,0.37242502,0.2734548,0.20972376,0.1605991,81.52847
0.020610489,0.2,0.40837798,0.34942964,0.69094414,0.4566974,0.86137325,0.7057477,0.5729994,0.00049302256,0.006804271,0.025978608,0.023134163,0.02695282,0.023117777,0.025708893,0.027889179,0.026287101,0.04,0.24935044,0.13606875,0.23218577,0.17396201,0.19986615,0.21192871,0.22563684,0.16677259,0.2848952,0.3562773,0.26489046,0.41410735,0.40970603,0.35104385,0.19485502,0.3788668,0.25787953,0.68912905,0.47510248,0.39157298,0.5494275,0.37354955,0.78430974,0.5423149,0.44820356,0.25531867,0.5332236,0.36910275,0.30552182,0.77368927,0.762725,0.6352637,0.52918863,0.43879977,0.36373615,81.52847
0.44729975,0.2,0.40837798,0.3435629,0.5585617,0.4370596,0.70094913,0.506315,0.41505164,0.20091273,0.13696082,0.52291447,0.48546013,0.48371682,0.4663501,0.44745576,0.42705134,0.40812197,0.04,0.24935044,0.13470362,0.19967379,0.16799754,0.16910344,0.15868717,0.17144157,0.16677259,0.282037,0.30638927,0.2558084,0.35036942,0.30677813,0.26672733,0.19021298,0.31570497,0.24553241,0.5688063,0.34642968,0.28923854,0.39515537,0.30657583,0.56020164,0.34326622,0.28729254,0.23737416,0.4321277,0.2645483,0.22200261,0.5470225,0.47771725,0.4032066,0.29379904,0.24690628,0.20740254,81.52847
0.117792845,0.44242424,0.28992826,0.4153269,0.5804034,0.5355941,0.5819765,0.5076826,0.46334553,0.014226412,0.080628745,0.098796934,0.14430206,0.13142247,0.14558378,0.10255181,0.113560624,0.11880742,0.19573921,0.3916041,0.3349203,0.45356876,0.4378338,0.32360998,0.35184297,0.41590586,0.08405839,0.22505441,0.22336489,0.21396388,0.21518643,0.21829847,0.20766614,0.25021154,0.3714698,0.33255517,0.55163556,0.393082,0.36148956,0.41900858,0.37541392,0.49335083,0.35378695,0.3255523,0.33372173,0.4407962,0.31392813,0.28921878,0.4033325,0.41222733,0.3817792,0.29518297,0.27202433,0.25067365,286.61053
0.12640229,0.3939394,0.33843005,0.34976584,0.47133636,0.39530492,0.5785298,0.43105114,0.34308746,0.01635079,0.076965556,0.12363397,0.1390653,0.12241428,0.12232781,0.10948454,0.10605251,0.09934481,0.15518825,0.40702033,0.26816827,0.3511024,0.3059247,0.28684404,0.27298895,0.2890513,0.11453489,0.23623343,0.2266697,0.19598985,0.2500499,0.22204183,0.18920536,0.19512247,0.2803572,0.22792806,0.48838666,0.3032027,0.24734949,0.3062018,0.24926077,0.42178988,0.26395938,0.21573965,0.20130032,0.3400853,0.21197467,0.17397664,0.39947966,0.35559648,0.29340816,0.2225431,0.18298033,0.15032487,284.4747
0.061309677,0.3030303,0.31454474,0.29246905,0.45561144,0.34935006,0.5297227,0.37603217,0.30739963,0.003953406,0.029119821,0.056518026,0.060982298,0.058359556,0.054251842,0.050065603,0.046367023,0.044551894,0.09182736,0.2909955,0.18608275,0.26422742,0.21417879,0.20646869,0.18773676,0.20379372,0.09893838,0.19806007,0.2061078,0.16578773,0.21746626,0.18449982,0.16117816,0.15176405,0.24201702,0.18303218,0.40417895,0.24022631,0.20080586,0.29123816,0.21958408,0.38288203,0.22877939,0.19179273,0.16486908,0.286747,0.17089714,0.14377338,0.3467928,0.29503104,0.24957663,0.17654823,0.14879017,0.12530531,163.34637
0.023349855,0.5151515,0.24617259,0.2696624,0.46327296,0.32311144,0.6789561,0.5158188,0.38216886,0.00062229857,0.019678487,0.01758322,0.022392705,0.022819765,0.019774847,0.023769822,0.023752661,0.020863762,0.2653811,0.3871618,0.30267152,0.45403314,0.34357697,0.4247066,0.41527486,0.4125302,0.06060095,0.1483101,0.16304688,0.12243577,0.20593737,0.18788436,0.15020332,0.13574772,0.23254417,0.16302587,0.476087,0.3045118,0.2317532,0.2984878,0.2084448,0.47686026,0.3061586,0.23411193,0.14560555,0.33015972,0.21176612,0.16255577,0.518894,0.4731107,0.36598417,0.3034817,0.23402163,0.1802228,161.26282
0.06574485,0.3939394,0.18962587,0.28422514,0.5554833,0.37722343,0.7039958,0.55613106,0.42766637,0.0045300014,0.04052056,0.036470827,0.0643249,0.071486115,0.061672453,0.06693191,0.069121145,0.062488694,0.15518825,0.22805774,0.23812918,0.3918077,0.29510754,0.3342333,0.33876094,0.34621355,0.035957977,0.117537186,0.14172986,0.10593222,0.16325231,0.15438737,0.12697883,0.145893,0.27739793,0.19195609,0.50712264,0.33637163,0.26443812,0.3918443,0.2699717,0.5599955,0.37195665,0.29377407,0.18655698,0.38466936,0.2554186,0.20228472,0.55097514,0.5208537,0.41523227,0.34625995,0.27506146,0.21832034,130.61476
0.15797025,0.3939394,0.20102373,0.34633747,0.5153921,0.3899395,0.6374959,0.50230235,0.4032834,0.025404213,0.095932625,0.0915348,0.1726295,0.16218197,0.15108882,0.14726718,0.15052898,0.14143486,0.15518825,0.24176563,0.26659694,0.37241396,0.30271485,0.30911586,0.31045568,0.32973444,0.040410545,0.13949786,0.1428118,0.11519437,0.1600592,0.14999188,0.1282039,0.19240248,0.29813984,0.22384202,0.5269147,0.345696,0.28337625,0.34987006,0.26268485,0.4876283,0.32185227,0.26441872,0.19687009,0.36393517,0.23960218,0.1974342,0.46779948,0.4391789,0.3640197,0.289757,0.23927183,0.1974628,82.05443
0.059092093,0.21212122,0.34278658,0.31050932,0.49757153,0.396545,0.6548249,0.5179294,0.41417673,0.0036798117,0.01966643,0.05942472,0.06084405,0.059655644,0.05770775,0.05688781,0.058535658,0.054789107,0.04499541,0.22198607,0.13471012,0.19588877,0.16512816,0.16997139,0.17159314,0.18151358,0.11750263,0.22322065,0.23788631,0.19899419,0.2787128,0.26253662,0.22349502,0.16493417,0.26946503,0.21166672,0.50276995,0.332173,0.27099016,0.3318964,0.25973004,0.48633233,0.3227691,0.26404372,0.20233093,0.37716347,0.24949327,0.2047691,0.48884836,0.46107092,0.38066542,0.30565286,0.2514027,0.20665544,102.46546
0.3045917,0.42424244,0.20523247,0.3728901,0.5655926,0.4443064,0.7091803,0.62676424,0.50695485,0.093492076,0.19818358,0.17926753,0.3475727,0.33249837,0.32200968,0.30789924,0.35026383,0.3295314,0.17998163,0.2658141,0.3002104,0.42721325,0.36102727,0.36205238,0.40481827,0.43055415,0.04212037,0.14891969,0.15530908,0.13024215,0.17772347,0.18541391,0.15870069,0.21388589,0.33731705,0.26282617,0.6063296,0.4435892,0.3650025,0.4027648,0.31374952,0.5710145,0.41995156,0.34619862,0.24392322,0.44231403,0.32417804,0.26791117,0.5577326,0.583086,0.48465484,0.42787638,0.3542492,0.29317522,114.05259
0.03913384,0.45454547,0.23658909,0.40117505,0.49854678,0.400459,0.5001506,0.40282428,0.31611404,0.0016585584,0.028305912,0.027548408,0.047375217,0.039776575,0.038759198,0.030866643,0.03163188,0.029369172,0.20661157,0.32831433,0.3366122,0.420306,0.3565478,0.29681507,0.29786095,0.31248626,0.0559744,0.17965597,0.16440052,0.1383932,0.15676342,0.14678484,0.12392741,0.23782553,0.32234564,0.25271675,0.47520116,0.31254694,0.25252375,0.3328691,0.26224527,0.38976437,0.25864938,0.20926212,0.20560007,0.30622956,0.20208888,0.16420867,0.31657198,0.29928112,0.24421345,0.19830297,0.16139409,0.13121364,221.52266
0.10070441,0.6848485,0.18745327,0.3129272,0.57830435,0.37514696,0.76739484,0.563712,0.4313054,0.010447494,0.106959574,0.054741934,0.10384359,0.112191424,0.09371908,0.10928525,0.10644254,0.09578064,0.46901745,0.39192715,0.43684778,0.7003343,0.5108735,0.6226813,0.59585303,0.60615456,0.035138734,0.12260921,0.14405361,0.10427771,0.1729441,0.15441443,0.12641568,0.16673295,0.30488092,0.20287083,0.5802491,0.3606335,0.28237012,0.41668877,0.27692378,0.62093955,0.38760966,0.3047675,0.18489783,0.41179875,0.25740016,0.20288758,0.63631964,0.56600076,0.44929266,0.35461327,0.28039566,0.22152044,407.69757
0.06522306,0.54545456,0.18672176,0.34592426,0.510854,0.3705771,0.48744816,0.38563374,0.3057521,0.0044601313,0.055671312,0.035634425,0.07154922,0.06695889,0.06035135,0.05001129,0.050305836,0.047144767,0.29752067,0.3109362,0.36887205,0.51261055,0.403105,0.349535,0.3449169,0.36528698,0.034865018,0.12948115,0.13186942,0.10290444,0.1214139,0.111789525,0.09527734,0.19207577,0.29586804,0.21423191,0.42048514,0.27278444,0.22228014,0.34525305,0.25019714,0.38864592,0.25335023,0.20702286,0.18127105,0.28166643,0.18295912,0.15003596,0.3039852,0.2826206,0.23282258,0.18420419,0.15133415,0.12420289,269.29507
0.028828593,0.6969697,0.2115569,0.29789442,0.51594186,0.34026012,0.66384405,0.49042302,0.37985024,0.0009257231,0.0324478,0.01841622,0.029187763,0.030176679,0.025286853,0.02857875,0.027811086,0.025391975,0.48576677,0.45015168,0.4323897,0.6593568,0.48299015,0.5645045,0.53821605,0.5553567,0.04475632,0.13458079,0.1504021,0.10932793,0.17386895,0.154675,0.12844118,0.15567823,0.26970223,0.18108565,0.49580052,0.30826986,0.24457696,0.3504312,0.23496178,0.50495255,0.31527725,0.2511371,0.15806906,0.33742648,0.2107427,0.16834125,0.49997798,0.4443682,0.3574402,0.27795118,0.2227695,0.17837608,244.88071
0.03913384,0.6969697,0.245521,0.32363948,0.52200824,0.37463918,0.6128318,0.51410687,0.4077423,0.0016585584,0.0434024,0.028588437,0.041446775,0.041048657,0.0367757,0.036072824,0.038910307,0.036182154,0.48576677,0.52242064,0.45326608,0.66454864,0.5193781,0.5304156,0.56024987,0.58870786,0.06028056,0.16372779,0.17592262,0.13643882,0.18959741,0.18685585,0.1580133,0.17479804,0.28755212,0.20704415,0.4875755,0.3384086,0.27416065,0.3566501,0.25645912,0.47615907,0.3315889,0.26941475,0.18449318,0.34113866,0.2369109,0.19303933,0.43860173,0.4342989,0.35596725,0.30172622,0.24647269,0.20120099,356.26175
0.033915993,0.6969697,0.245521,0.33333609,0.5185945,0.38625738,0.5548948,0.48072374,0.38755697,0.0012610471,0.037855767,0.024934962,0.036631484,0.035506926,0.032736737,0.029051429,0.031972423,0.030194752,0.48576677,0.52242064,0.4611289,0.661627,0.53167516,0.49169922,0.5291925,0.5645718,0.06028056,0.166568,0.1751492,0.13966921,0.17575821,0.17649752,0.151535,0.18223296,0.29184678,0.21657163,0.4568815,0.3243266,0.2669605,0.35314456,0.26179022,0.43650016,0.31083533,0.25650638,0.19385678,0.32273328,0.2287952,0.18935853,0.373529,0.3784171,0.31484497,0.26848984,0.22266625,0.18454969,356.26175
0.1266632,0.6969697,0.14731257,0.38853118,0.59127843,0.45156115,0.5997178,0.48381874,0.38832462,0.016417472,0.13644716,0.053925272,0.14866939,0.14311053,0.13616511,0.1127863,0.11711945,0.110122375,0.48576677,0.3134523,0.5058859,0.72383344,0.6007949,0.5216521,0.5320718,0.5654897,0.021700991,0.109640986,0.11497005,0.09469601,0.11187891,0.10647469,0.091068804,0.22698958,0.35949075,0.27396804,0.54024106,0.3600299,0.2954611,0.43112093,0.32872856,0.51280594,0.34357986,0.28261966,0.25056484,0.3907708,0.2611023,0.21540193,0.42344084,0.40465263,0.33547637,0.27149153,0.22428675,0.1851702,155.43481
0.06352726,0.15151516,0.3452384,0.43498102,0.6525139,0.63463694,0.6126732,0.58206254,0.5214652,0.0042368025,0.015072371,0.06421649,0.08058088,0.07750508,0.09120327,0.05797114,0.06954197,0.07156111,0.02295684,0.15969561,0.11816336,0.16874821,0.17273228,0.115284696,0.13553722,0.15754117,0.11918956,0.2760834,0.28894982,0.29350543,0.2665484,0.2923963,0.27351186,0.2678652,0.42123038,0.39894775,0.5948741,0.4590397,0.4148917,0.50224996,0.4752448,0.5625291,0.43603492,0.3944257,0.44644833,0.5320787,0.40930143,0.37075746,0.4384169,0.48489788,0.4414499,0.37523824,0.33999214,0.30803826,54.14545
