area,age,site_index,band1_mean,band2_mean,band3_mean,band4_mean,band5_mean,band7_mean,Target
0.0996526850120224,0.3878787878787879,0.3220362234042367,0.0156792593569099,0.0071538348946137,0.0236787622577883,0.2040621792051607,0.0421227918672135,0.0295753751870685,433.4906
0.0629174458990114,0.2181818181818181,0.2243373451188164,0.0208856545456666,0.0130452283372361,0.0360760199843795,0.1409088052290849,0.1754203548251911,0.1061665927089889,83.50726
0.1063318193962062,0.2181818181818181,0.4189602387921678,0.0289774121030176,0.0346323118479882,0.0479689347261838,0.4480812302523712,0.3254834773191959,0.1610733995284979,263.3786
0.0316590969810312,0.1515151515151515,0.2810997517165886,0.0173988716139658,0.0323706454918033,0.0537886019612463,0.2105422349318081,0.1879229542626013,0.1002411281955141,56.77525
0.03379641998397,0.2303030303030303,0.2784141058123943,0.0179560560221471,0.0073002049180328,0.0196744480120997,0.1814562252529695,0.0308277402435772,0.0284893286228219,188.75957
0.0180336628372962,0.4606060606060606,0.3276879699706245,0.0185961756357391,0.0062329234972676,0.0371917731797727,0.1632692965732997,0.1356231665036892,0.0837807349561538,170.96721000000002
0.0495591771306438,0.3939393939393939,0.3187353527236491,0.023890595614947,0.0123911372950819,0.0388421581146251,0.1975362956445226,0.1496851803493645,0.0912957893069664,353.81308
0.4019503072401817,0.1818181818181818,0.2289889597269752,0.036558656216052,0.0491340154786299,0.0627544758527983,0.3048431509647427,0.2778349642984163,0.1608195657383707,61.90265
0.0627838632113278,0.4545454545454545,0.2618178342764807,0.0320593796046146,0.040782347775176,0.0482430429246195,0.2768943917206115,0.2140071180930369,0.1261697972851603,342.6853
0.0732033128506545,0.5151515151515151,0.2617581223075211,0.0708269991639732,0.1007345945550355,0.1135013220789851,0.5843913016152354,0.49925866426222,0.3063267753421249,225.46823
0.1236975687950841,0.4606060606060606,0.3287488584220511,0.0328520455703341,0.0378901324085749,0.0479201692893226,0.2848184371721558,0.2307935919090227,0.1305433937513034,400.02838
0.0312583489179802,0.2121212121212121,0.2893492300637752,0.0141573899940423,0.0,0.0218191735987997,0.0551400498606819,0.114260156458352,0.0850413247182258,131.6779
0.0412770504942559,0.3757575757575757,0.2833489605765217,0.0250557768458926,0.027824026639344,0.0293505076677037,0.2916666666666653,0.1140726397902037,0.0683385103707752,265.45911
0.1200908362276249,0.3939393939393939,0.2744558812111328,0.0214901470639766,0.0146004098360656,0.0285834273458709,0.2729826587476156,0.1339650330029337,0.0727263324272168,296.47903
0.1111407961528186,0.3878787878787879,0.3071164132708893,0.019626653527295,0.0204755029806263,0.0477339503410935,0.1807623085229785,0.0990906262374836,0.0823702848727171,260.8121
0.0410098851188885,0.1272727272727272,0.355059379462077,0.0278592204090691,0.0274398053278686,0.0320159180789212,0.4703402258395646,0.2241240888078926,0.0943260531581002,59.78027
0.0861608335559711,0.4909090909090909,0.2836200146163758,0.0381829013304675,0.0204021516393443,0.0336957465008741,0.7032116146062473,0.3575817850475601,0.134815226631413,246.19371
0.2602190756078012,0.5151515151515151,0.2536042179281443,0.4075298238462676,0.3674144997173554,0.348219304924234,0.4865947580543203,0.309359682546494,0.2256636236037234,410.03772
0.0793481164841036,0.5757575757575758,0.3535832926259025,0.572343028019417,0.5218640222482467,0.4886290581094902,0.7225399618712408,0.4564096173628161,0.3225586001081419,347.1774
0.1065989847715736,0.6666666666666666,0.2750505636775052,0.3488768704225016,0.3098851605191265,0.2953853274322393,0.4776421273891598,0.282747355320471,0.1982439014929901,412.29916
0.2598183275447502,0.6363636363636364,0.253134704283002,0.5265125223553101,0.4839772972390001,0.4577720039906131,0.7046198315851212,0.4532727470511995,0.317370059308961,309.97986000000003
0.2118621426663104,0.5757575757575758,0.3694329034187627,0.6826560291558124,0.6555632044057393,0.6375460248193116,0.8045012098548174,0.6428133889679091,0.5654714767324205,408.798
0.1640395404755543,0.5757575757575758,0.3694329034187627,0.4946746253314483,0.4548411885245912,0.4236762828062441,0.7468140489807875,0.459949217708243,0.3033075935987891,367.91412
0.1235639861074004,0.5818181818181818,0.2701648015525809,0.6224919002781136,0.5915611028315948,0.5644358740573874,0.7372981908837615,0.5327544266561067,0.4352061269951611,329.22641
0.3260753406358536,0.5818181818181818,0.291777923005333,0.4598738376399189,0.4271045823751954,0.4034432289459931,0.6007071006682798,0.3989347821364938,0.2967559053745358,401.73199
0.1576275714667379,0.4848484848484848,0.3108384013069087,0.4008223434451978,0.3626238046448092,0.3470075086057638,0.433748839028205,0.2887562227753575,0.224304170612743,418.64066
0.1765963131178199,0.5757575757575758,0.2932729853651709,0.3378512439446446,0.3081489223507031,0.2995365639406283,0.4720987052982226,0.2981090878713039,0.2224914956366506,501.03751
0.056104728827144,0.5757575757575758,0.2715491443431527,0.7208683237338412,0.6986868517898992,0.6938770450098923,0.7108020506926923,0.6606913811839977,0.6417925678767533,328.48721
0.0864279989313385,0.5757575757575758,0.2528821035046922,0.6715649055589943,0.6642546106557419,0.6598750356421176,0.7092193381238716,0.6652049626633503,0.6621328532317955,355.62152000000003
0.1354528453112476,0.5757575757575758,0.2073297051203622,0.2864693798882954,0.2703477202868859,0.2514761591878738,0.5304506316384907,0.316443306865374,0.209107253101027,188.72748
0.1135452845311247,0.5151515151515151,0.3876709929700037,0.3031828641636016,0.2735917706780931,0.2622020009173977,0.6279646442426925,0.3494628815490692,0.2177272124892998,463.33533
0.1337162703713598,0.5757575757575758,0.2172392806570475,0.2838873925577178,0.2666748678817952,0.2540149171634823,0.4530066918285613,0.2808473326284,0.1995967813962123,349.2962
